time,HR,steps,GSR,stemp,atemp
2014-08-06T01:42:00,67,0,0.000245,91.9,85.1
2014-08-06T01:43:00,68,0,0.000289,91.7,85.1
2014-08-06T01:44:00,68,0,0.000297,91.6,85.1
2014-08-06T01:45:00,68,0,0.000248,91.6,85.1
2014-08-06T01:46:00,67,0,0.000342,91.7,85.1
2014-08-06T01:47:00,67,0,0.000307,91.6,85.1
2014-08-06T01:48:00,62,0,0.000393,91.8,85.1
2014-08-06T01:49:00,65,0,0.000345,92,85.1
2014-08-06T01:50:00,63,0,0.000324,92.3,85.1
2014-08-06T01:51:00,62,0,0.000309,92.4,85.3
2014-08-06T01:52:00,62,0,0.00031,92.5,85.5
2014-08-06T01:53:00,64,0,0.000285,92.8,85.8
2014-08-06T01:54:00,63,0,0.000298,92.8,86
2014-08-06T01:55:00,69,0,0.000301,92.8,86.2
2014-08-06T01:56:00,63,0,0.000316,92.8,86.5
2014-08-06T01:57:00,65,0,0.000275,92.8,86.5
2014-08-06T01:58:00,67,0,0.000289,92.8,86.5
2014-08-06T01:59:00,66,0,0.000275,92.5,86.2
2014-08-06T02:00:00,65,0,0.000284,92.5,86
2014-08-06T02:01:00,70,0,0.000342,92.5,86
2014-08-06T02:02:00,74,0,0.000435,92.2,86
2014-08-06T02:03:00,68,0,0.000433,92.2,86
2014-08-06T02:04:00,67,0,0.000409,92.3,86
2014-08-06T02:05:00,68,0,0.00036,92.4,86
2014-08-06T02:06:00,66,0,0.000357,92.5,86
2014-08-06T02:07:00,66,0,0.000365,92.5,86
2014-08-06T02:08:00,66,0,0.00033,92.5,86
2014-08-06T02:09:00,64,0,0.000348,92.5,86
2014-08-06T02:10:00,66,0,0.000344,92.5,86
2014-08-06T02:11:00,65,0,0.000359,92.5,86
2014-08-06T02:12:00,66,0,0.000354,92.5,86
2014-08-06T02:13:00,65,0,0.00032,92.5,86
2014-08-06T02:14:00,65,0,0.000333,92.5,86
2014-08-06T02:15:00,65,0,0.000318,92.5,86
2014-08-06T02:16:00,66,0,0.000362,92.5,86
2014-08-06T02:17:00,66,0,0.000305,92.5,86
2014-08-06T02:18:00,68,0,0.000357,92.5,86
2014-08-06T02:19:00,70,0,0.000332,92.5,86
2014-08-06T02:20:00,74,0,0.000293,92.5,86
2014-08-06T02:21:00,79,0,0.000328,92.5,86
2014-08-06T02:22:00,80,0,0.00036,92.5,86
2014-08-06T02:23:00,79,0,0.000379,92.5,86
2014-08-06T02:24:00,74,0,0.000398,92.5,86
2014-08-06T02:25:00,69,0,0.000409,92.5,86
2014-08-06T02:26:00,69,0,0.000382,92.5,86
2014-08-06T02:27:00,69,0,0.000391,92.5,86
2014-08-06T02:28:00,68,0,0.000369,92.5,86
2014-08-06T02:29:00,70,0,0.000396,92.5,86
2014-08-06T02:30:00,69,0,0.000388,92.5,86
2014-08-06T02:31:00,69,0,0.000342,92.5,86
2014-08-06T02:32:00,68,0,0.000354,92.7,86
2014-08-06T02:33:00,68,0,0.000383,92.7,86
2014-08-06T02:34:00,69,0,0.000361,92.6,86
2014-08-06T02:35:00,68,0,0.000369,92.5,86
2014-08-06T02:36:00,68,0,0.000387,92.5,86
2014-08-06T02:37:00,68,0,0.000373,92.6,86
2014-08-06T02:38:00,69,0,0.000409,92.6,86
2014-08-06T02:39:00,70,0,0.000353,92.6,86
2014-08-06T02:40:00,69,0,0.000409,92.5,86
2014-08-06T02:41:00,66,0,0.000338,92.4,86
2014-08-06T02:42:00,67,0,0.000355,92.3,86
2014-08-06T02:43:00,67,0,0.000461,92.2,86
2014-08-06T02:44:00,67,0,0.000451,92.1,86
2014-08-06T02:45:00,65,0,0.000461,91.9,86
2014-08-06T02:46:00,67,0,0.000426,91.9,86
2014-08-06T02:47:00,67,0,0.00045,91.7,85.8
2014-08-06T02:48:00,67,0,0.000406,91.6,85.5
2014-08-06T02:49:00,71,0,0.000447,92.1,85.5
2014-08-06T02:50:00,63,0,0.000431,92.4,86.2
2014-08-06T02:51:00,64,0,0.000398,92.6,87.4
2014-08-06T02:52:00,63,0,0.000428,92.9,88.3
2014-08-06T02:53:00,64,0,0.000371,93.2,88.9
2014-08-06T02:54:00,63,0,0.000359,93.5,89.4
2014-08-06T02:55:00,62,0,0.000332,93.8,90.1
2014-08-06T02:56:00,64,0,0.000333,93.9,90.7
2014-08-06T02:57:00,64,0,0.000328,94.1,91.2
2014-08-06T02:58:00,64,0,0.000346,94.3,91.6
2014-08-06T02:59:00,63,0,0.000342,94.4,91.8
2014-08-06T03:00:00,65,0,0.000309,94.5,92.1
2014-08-06T03:01:00,64,0,0.000334,94.8,92.3
2014-08-06T03:02:00,65,0,0.000322,94.8,92.5
2014-08-06T03:03:00,65,0,0.000338,95,92.8
2014-08-06T03:04:00,66,0,0.00028,95,92.8
2014-08-06T03:05:00,63,0,0.000308,95.2,93
2014-08-06T03:06:00,65,0,0.000341,95.2,93.2
2014-08-06T03:07:00,65,0,0.000311,95.4,93.2
2014-08-06T03:08:00,64,0,0.000341,95.5,93.4
2014-08-06T03:09:00,64,0,0.000335,95.5,93.7
2014-08-06T03:10:00,63,0,0.000372,95.6,93.7
2014-08-06T03:11:00,66,0,0.000351,95.7,93.7
2014-08-06T03:12:00,65,0,0.000358,95.7,93.9
2014-08-06T03:13:00,66,0,0.00032,95.8,94.1
2014-08-06T03:14:00,66,0,0.000355,95.9,94.1
2014-08-06T03:15:00,66,0,0.000338,95.9,94.1
2014-08-06T03:16:00,67,0,0.000322,95.9,94.1
2014-08-06T03:17:00,66,0,0.00037,96,94.1
2014-08-06T03:18:00,67,0,0.000343,96.1,94.3
2014-08-06T03:19:00,68,0,0.000339,96.1,94.5
2014-08-06T03:20:00,67,0,0.000344,96.1,94.5
2014-08-06T03:21:00,66,0,0.000381,96.1,94.5
2014-08-06T03:22:00,66,0,0.000354,96.1,94.5
2014-08-06T03:23:00,67,0,0.000362,96.3,94.5
2014-08-06T03:24:00,68,0,0.000362,96.4,94.5
2014-08-06T03:25:00,68,0,0.000383,96.4,94.5
2014-08-06T03:26:00,67,0,0.000352,96.4,94.8
2014-08-06T03:27:00,67,0,0.000378,96.4,95
2014-08-06T03:28:00,68,0,0.000411,96.4,95
2014-08-06T03:29:00,68,0,0.00042,96.4,95
2014-08-06T03:30:00,67,0,0.000371,96.4,95
2014-08-06T03:31:00,68,0,0.000412,96.6,95
2014-08-06T03:32:00,68,0,0.000438,96.6,95
2014-08-06T03:33:00,68,0,0.000437,96.6,95
2014-08-06T03:34:00,68,0,0.000526,96.6,95
2014-08-06T03:35:00,67,0,0.000574,96.5,95
2014-08-06T03:36:00,61,0,0.000541,96.4,94.8
2014-08-06T03:37:00,63,0,0.000529,96.1,94.3
2014-08-06T03:38:00,62,0,0.000517,96,93.4
2014-08-06T03:39:00,63,0,0.000515,95.8,92.5
2014-08-06T03:40:00,63,0,0.000504,95.6,92.1
2014-08-06T03:41:00,61,0,0.000495,95.5,91.4
2014-08-06T03:42:00,66,0,0.000468,95.2,91
2014-08-06T03:43:00,61,0,0.000443,94.9,90.7
2014-08-06T03:44:00,64,0,0.000488,94.6,90
2014-08-06T03:45:00,63,0,0.000403,94.4,89.4
2014-08-06T03:46:00,66,0,0.000401,94.2,88.9
2014-08-06T03:47:00,69,0,0.000424,93.7,88.5
2014-08-06T03:48:00,63,0,0.000395,93.3,88
2014-08-06T03:49:00,64,0,0.000408,93.1,87.6
2014-08-06T03:50:00,66,0,0.000412,92.8,87.1
2014-08-06T03:51:00,64,0,0.000421,92.6,86.9
2014-08-06T03:52:00,67,0,0.000416,92.5,86.7
2014-08-06T03:53:00,66,0,0.000442,92.3,86.5
2014-08-06T03:54:00,66,0,0.000444,92.3,86.2
2014-08-06T03:55:00,66,0,0.000434,92.1,86
2014-08-06T03:56:00,65,0,0.000407,91.8,85.8
2014-08-06T03:57:00,67,0,0.000405,91.6,85.5
2014-08-06T03:58:00,69,0,0.000421,91.5,85.5
2014-08-06T03:59:00,68,0,0.000385,91.4,85.3
2014-08-06T04:00:00,70,0,0.000418,91.3,85.1
2014-08-06T04:01:00,68,0,0.000419,91.2,85.1
2014-08-06T04:02:00,63,0,0.000399,91.2,85.1
2014-08-06T04:03:00,59,0,0.000462,91.3,84.9
2014-08-06T04:04:00,66,0,0.000439,91.2,84.7
2014-08-06T04:05:00,64,0,0.000445,91.2,84.9
2014-08-06T04:06:00,74,0,0.000444,91.3,85.6
2014-08-06T04:07:00,66,0,0.00046,91.4,86.2
2014-08-06T04:08:00,64,0,0.000447,91.5,86.5
2014-08-06T04:09:00,61,0,0.000427,91.6,86.5
2014-08-06T04:10:00,63,0,0.000431,91.6,86.5
2014-08-06T04:11:00,63,0,0.000433,91.6,86.5
2014-08-06T04:12:00,62,0,0.000432,91.6,86.5
2014-08-06T04:13:00,66,0,0.000455,91.7,86.5
2014-08-06T04:14:00,62,0,0.000458,91.9,86.5
2014-08-06T04:15:00,64,0,0.000455,91.9,86.5
2014-08-06T04:16:00,61,0,0.000439,92,86.5
2014-08-06T04:17:00,63,0,0.000365,92.1,86.5
2014-08-06T04:18:00,60,0,0.000441,92.3,86.5
2014-08-06T04:19:00,61,0,0.000475,92.3,86.5
2014-08-06T04:20:00,62,0,0.000487,92.5,86.5
2014-08-06T04:21:00,63,0,0.000467,92.5,86.5
2014-08-06T04:22:00,70,0,0.000441,92.5,86.5
2014-08-06T04:23:00,66,0,0.000421,92.4,86.5
2014-08-06T04:24:00,62,0,0.000444,92.3,86.5
2014-08-06T04:25:00,64,0,0.000426,92,86.2
2014-08-06T04:26:00,63,0,0.000524,92,86
2014-08-06T04:27:00,66,0,0.000296,91.9,86
2014-08-06T04:28:00,68,0,0.000311,91.9,85.8
2014-08-06T04:29:00,77,0,0.000388,91.7,85.5
2014-08-06T04:30:00,,0,0.000361,91.5,85.3
2014-08-06T04:31:00,81,0,0.000275,91.3,85.1
2014-08-06T04:32:00,65,0,0.000279,91,85.1
2014-08-06T04:33:00,64,0,0.000155,90.9,84.9
2014-08-06T04:34:00,63,0,0.000141,90.7,84.7
2014-08-06T04:35:00,65,0,0.000309,90.9,84.4
2014-08-06T04:36:00,63,0,0.000247,91.2,84.2
2014-08-06T04:37:00,63,0,0.000226,91.2,84.2
2014-08-06T04:38:00,63,0,0.000265,91.2,84.4
2014-08-06T04:39:00,63,0,0.00026,91.4,84.9
2014-08-06T04:40:00,63,0,0.000243,91.4,85.3
2014-08-06T04:41:00,71,0,0.000141,90.9,85.8
2014-08-06T04:42:00,59,0,0.000137,90.7,86.2
2014-08-06T04:43:00,58,0,0.000137,90.8,86.5
2014-08-06T04:44:00,59,0,0.000172,91.1,86.7
2014-08-06T04:45:00,62,0,0.000258,92,87.1
2014-08-06T04:46:00,61,0,0.000206,92.1,87.8
2014-08-06T04:47:00,61,0,0.000233,92.3,88.5
2014-08-06T04:48:00,59,0,0.00019,92.5,89.2
2014-08-06T04:49:00,60,0,0.000172,92.8,89.8
2014-08-06T04:50:00,59,0,0.000175,93,90.3
2014-08-06T04:51:00,59,0,0.000182,93.2,90.7
2014-08-06T04:52:00,58,0,0.00018,93.4,91.2
2014-08-06T04:53:00,60,0,0.000194,93.5,91.6
2014-08-06T04:54:00,59,0,0.000183,93.6,91.8
2014-08-06T04:55:00,59,0,0.000211,93.7,92.1
2014-08-06T04:56:00,60,0,0.000214,93.9,92.3
2014-08-06T04:57:00,59,0,0.000178,93.9,92.5
2014-08-06T04:58:00,60,0,0.000156,94.1,92.8
2014-08-06T04:59:00,60,0,0.000203,94.1,93
2014-08-06T05:00:00,61,0,0.000198,94.3,93.2
2014-08-06T05:01:00,61,0,0.000225,94.3,93.2
2014-08-06T05:02:00,60,0,0.000187,94.4,93.2
2014-08-06T05:03:00,61,0,0.000208,94.5,93.4
2014-08-06T05:04:00,62,0,0.000212,94.6,93.7
2014-08-06T05:05:00,61,0,0.000219,94.8,93.7
2014-08-06T05:06:00,62,0,0.000223,94.8,93.7
2014-08-06T05:07:00,61,0,0.000205,94.8,93.9
2014-08-06T05:08:00,62,0,0.000207,95,94.1
2014-08-06T05:09:00,61,0,0.000229,95,94.1
2014-08-06T05:10:00,62,0,0.000227,95,94.1
2014-08-06T05:11:00,62,0,0.000225,95.1,94.1
2014-08-06T05:12:00,63,0,0.000222,95.2,94.1
2014-08-06T05:13:00,65,0,0.00024,95.2,94.1
2014-08-06T05:14:00,69,0,0.000249,95.2,94.3
2014-08-06T05:15:00,69,0,0.000228,95.4,94.5
2014-08-06T05:16:00,68,0,0.000265,95.5,94.5
2014-08-06T05:17:00,68,0,0.000237,95.5,94.5
2014-08-06T05:18:00,70,0,0.000244,95.6,94.5
2014-08-06T05:19:00,70,0,0.000252,95.7,94.5
2014-08-06T05:20:00,68,0,0.000243,95.7,94.5
2014-08-06T05:21:00,70,0,0.000245,95.7,94.5
2014-08-06T05:22:00,65,0,0.000256,95.7,94.8
2014-08-06T05:23:00,66,0,0.000274,95.7,95
2014-08-06T05:24:00,69,0,0.000238,95.7,95
2014-08-06T05:25:00,68,0,0.000242,95.7,95
2014-08-06T05:26:00,72,0,0.000287,95.7,95
2014-08-06T05:27:00,66,0,0.000246,95.7,95
2014-08-06T05:28:00,76,0,0.000279,95.7,95
2014-08-06T05:29:00,70,0,0.000374,95.7,94.8
2014-08-06T05:30:00,66,0,0.000374,95.7,94.5
2014-08-06T05:31:00,67,0,0.000346,95.7,94.3
2014-08-06T05:32:00,68,0,0.000344,95.7,94.1
2014-08-06T05:33:00,66,0,0.000352,95.7,94.1
2014-08-06T05:34:00,67,0,0.000346,95.7,94.1
2014-08-06T05:35:00,68,0,0.000328,95.7,94.1
2014-08-06T05:36:00,68,0,0.000376,95.7,94.1
2014-08-06T05:37:00,63,0,0.000362,95.7,94.1
2014-08-06T05:38:00,67,0,0.000375,95.8,94.1
2014-08-06T05:39:00,67,0,0.000336,95.8,94.1
2014-08-06T05:40:00,64,0,0.000367,95.9,94.1
2014-08-06T05:41:00,61,0,0.000381,95.9,94.3
2014-08-06T05:42:00,62,0,0.000398,95.9,94.5
2014-08-06T05:43:00,63,0,0.000388,95.9,94.5
2014-08-06T05:44:00,65,0,0.00038,95.9,94.5
2014-08-06T05:45:00,66,0,0.000398,95.9,94.5
2014-08-06T05:46:00,67,0,0.00038,95.9,94.5
2014-08-06T05:47:00,67,0,0.000424,96,94.5
2014-08-06T05:48:00,67,0,0.000413,96.1,94.5
2014-08-06T05:49:00,67,0,0.000397,96.1,94.8
2014-08-06T05:50:00,66,0,0.000402,96.1,95
2014-08-06T05:51:00,67,0,0.000418,96.1,95
2014-08-06T05:52:00,68,0,0.000409,96.1,95
2014-08-06T05:53:00,68,0,0.000409,96.2,95
2014-08-06T05:54:00,67,0,0.000424,96.4,95
2014-08-06T05:55:00,68,0,0.000406,96.4,95
2014-08-06T05:56:00,68,0,0.000414,96.4,95
2014-08-06T05:57:00,67,0,0.000404,96.4,95
2014-08-06T05:58:00,67,0,0.000442,96.4,95
2014-08-06T05:59:00,67,0,0.000427,96.4,95
2014-08-06T06:00:00,67,0,0.000436,96.4,95.2
2014-08-06T06:01:00,67,0,0.000432,96.4,95.5
2014-08-06T06:02:00,68,0,0.000449,96.5,95.5
2014-08-06T06:03:00,69,0,0.000449,96.6,95.5
2014-08-06T06:04:00,68,0,0.000444,96.6,95.5
2014-08-06T06:05:00,69,0,0.00044,96.6,95.5
2014-08-06T06:06:00,69,0,0.000435,96.6,95.5
2014-08-06T06:07:00,68,0,0.000441,96.6,95.5
2014-08-06T06:08:00,69,0,0.000437,96.6,95.5
2014-08-06T06:09:00,70,0,0.000478,96.6,95.5
2014-08-06T06:10:00,70,0,0.000453,96.6,95.5
2014-08-06T06:11:00,70,0,0.000454,96.6,95.5
2014-08-06T06:12:00,70,0,0.000524,96.6,95.5
2014-08-06T06:13:00,70,0,0.00042,96.8,95.5
2014-08-06T06:14:00,71,0,0.000434,96.8,95.5
2014-08-06T06:15:00,64,0,0.000457,96.6,94.8
2014-08-06T06:16:00,69,0,0.000396,96.5,93.9
2014-08-06T06:17:00,68,0,0.000383,96.2,93.2
2014-08-06T06:18:00,67,0,0.000354,96,92.5
2014-08-06T06:19:00,65,0,0.000352,95.8,92.3
2014-08-06T06:20:00,67,0,0.00038,95.7,92.1
2014-08-06T06:21:00,67,0,0.000419,95.5,91.8
2014-08-06T06:22:00,66,0,0.000434,95.5,91.8
2014-08-06T06:23:00,69,0,0.000416,95.3,92.1
2014-08-06T06:24:00,67,0,0.00045,95.2,92.3
2014-08-06T06:25:00,66,0,0.000491,95.2,92.3
2014-08-06T06:26:00,69,0,0.000481,95.2,92.3
2014-08-06T06:27:00,73,0,0.000474,95.2,92.3
2014-08-06T06:28:00,71,0,0.000484,95.2,92.3
2014-08-06T06:29:00,67,0,0.000484,95.2,92.3
2014-08-06T06:30:00,70,0,0.000515,95.2,92.3
2014-08-06T06:31:00,70,0,0.000529,95.2,92.5
2014-08-06T06:32:00,69,0,0.000523,95.2,92.8
2014-08-06T06:33:00,72,0,0.000512,95.2,92.8
2014-08-06T06:34:00,70,0,0.000542,95.2,92.8
2014-08-06T06:35:00,68,0,0.000541,95.2,92.8
2014-08-06T06:36:00,68,0,0.000524,95.2,92.8
2014-08-06T06:37:00,68,0,0.000528,95.2,93
2014-08-06T06:38:00,67,0,0.000559,95.2,93.2
2014-08-06T06:39:00,68,0,0.00052,95.2,93.2
2014-08-06T06:40:00,68,0,0.000391,95.2,93.2
2014-08-06T06:41:00,66,0,0.000347,95,92.5
2014-08-06T06:42:00,67,0,0.00034,94.8,91.6
2014-08-06T06:43:00,68,0,0.000352,94.7,91.4
2014-08-06T06:44:00,65,0,0.000346,94.5,91.2
2014-08-06T06:45:00,67,0,0.000354,94.5,91
2014-08-06T06:46:00,72,0,0.000339,94.3,91
2014-08-06T06:47:00,70,0,0.000345,94.3,91
2014-08-06T06:48:00,66,0,0.000355,94.3,91
2014-08-06T06:49:00,69,0,0.000326,94.3,91
2014-08-06T06:50:00,67,0,0.000344,94.3,91
2014-08-06T06:51:00,67,0,0.000366,94.3,91.2
2014-08-06T06:52:00,68,0,0.000351,94.5,91.4
2014-08-06T06:53:00,71,0,0.000341,94.5,91.4
2014-08-06T06:54:00,73,0,0.000375,94.8,91.4
2014-08-06T06:55:00,65,0,0.000335,94.9,91.6
2014-08-06T06:56:00,66,0,0.000361,95,91.8
2014-08-06T06:57:00,64,0,0.00035,95.1,91.8
2014-08-06T06:58:00,69,0,0.00047,95.2,91.8
2014-08-06T06:59:00,68,0,0.000451,95,91.4
2014-08-06T07:00:00,70,0,0.000255,94.7,90.7
2014-08-06T07:01:00,74,0,0.000247,94.2,90
2014-08-06T07:02:00,70,0,0.000227,93.8,89.6
2014-08-06T07:03:00,70,0,0.00037,93.9,89.6
2014-08-06T07:04:00,68,0,0.000491,93.7,89.4
2014-08-06T07:05:00,67,0,0.000497,93.5,88.9
2014-08-06T07:06:00,68,0,0.000423,93.4,88.7
2014-08-06T07:07:00,72,0,0.000424,93.2,88.5
2014-08-06T07:08:00,70,0,0.000363,93,88
2014-08-06T07:09:00,74,0,0.000392,92.7,87.6
2014-08-06T07:10:00,83,0,0.000258,92.4,87.1
2014-08-06T07:11:00,80,0,0.00021,92.1,86.7
2014-08-06T07:12:00,87,0,0.000233,91.8,86.2
2014-08-06T07:13:00,85,0,0.00023,91.5,86
2014-08-06T07:14:00,87,0,0.000292,91.2,85.8
2014-08-06T07:15:00,84,0,0.00025,91.2,85.6
2014-08-06T07:16:00,,0,None,None,None
2014-08-06T07:17:00,,0,None,None,None
2014-08-06T07:18:00,,0,None,None,None
2014-08-06T07:19:00,,0,None,None,None
2014-08-06T07:20:00,,0,None,None,None
2014-08-06T07:21:00,,0,None,None,None
2014-08-06T07:22:00,,0,None,None,None
2014-08-06T07:23:00,,0,None,None,None
2014-08-06T07:24:00,,0,None,None,None
2014-08-06T07:25:00,,0,None,None,None
2014-08-06T07:26:00,,0,None,None,None
2014-08-06T07:27:00,105,17,0.000251,83.5,78.3
2014-08-06T07:28:00,108,20,0.00036,87.1,78.4
2014-08-06T07:29:00,86,0,0.000281,88.6,79
2014-08-06T07:30:00,,0,0.000243,89.3,79.9
2014-08-06T07:31:00,,0,0.000268,89.7,80.7
2014-08-06T07:32:00,,9,0.000214,89,81.1
2014-08-06T07:33:00,,18,0.00025,89.1,81.4
2014-08-06T07:34:00,90,0,0.00028,89,81
2014-08-06T07:35:00,90,23,0.000299,88.9,81
2014-08-06T07:36:00,,40,0.00029,88.9,81.1
2014-08-06T07:37:00,,41,0.000268,89.1,81.5
2014-08-06T07:38:00,,1,0.000266,89.2,81.5
2014-08-06T07:39:00,,50,0.000297,89.4,81.5
2014-08-06T07:40:00,,45,0.000245,89.5,81.5
2014-08-06T07:41:00,,0,0.000303,89.9,81.6
2014-08-06T07:42:00,,0,0.000259,90.2,82
2014-08-06T07:43:00,,0,0.000252,90.5,82
2014-08-06T07:44:00,,0,0.000296,90.5,82
2014-08-06T07:45:00,90,0,0.000228,90.5,82
2014-08-06T07:46:00,84,0,0.000284,90.5,82.4
2014-08-06T07:47:00,84,0,0.000249,90.6,82.4
2014-08-06T07:48:00,88,0,0.000217,90.7,82.4
2014-08-06T07:49:00,87,0,0.000222,90.7,82.5
2014-08-06T07:50:00,83,0,0.000229,90.5,82.8
2014-08-06T07:51:00,85,0,0.000226,90.5,82.8
2014-08-06T07:52:00,85,0,0.000241,90.5,82.9
2014-08-06T07:53:00,87,0,0.000217,90.5,83.3
2014-08-06T07:54:00,88,0,0.000223,90.5,83.3
2014-08-06T07:55:00,88,0,0.000244,90.5,83.3
2014-08-06T07:56:00,92,0,0.000232,90.3,83.3
2014-08-06T07:57:00,87,0,0.000218,90.3,83.4
